Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
Pantheon,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, neoclassical white marble building featuring a prominent dome and multiple tiers of columns.","[""The building is made of white stone or marble"", ""There is a large dome on top of the structure"", ""The building features a circular colonnade on the lower level"", ""There is a second tier of columns supporting the dome"", ""People are walking in the foreground plaza"", ""The sky is blue with scattered white clouds"", ""There are statues integrated into the architecture"", ""The building has a small cupola at the very top of the dome""]",1,"The building has a small cupola at the very top of the dome (The Pantheon has an open oculus, not a cupola).",wikipedia
Louvre,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, ornate classical stone building with multiple domes and intricate architectural carvings, situated next to a cobblestone plaza.","[""The building is constructed from light-colored stone"", ""There are two prominent dark-colored domes on the roof"", ""The facade features numerous columns and sculptures"", ""There are arched entrances at the ground level"", ""The ground in front of the building is paved with cobblestones"", ""There are manicured green hedges and shrubs in the foreground"", ""Several people are walking on the plaza"", ""The sky is clear and light blue""]",0,None,wikipedia
Atomium,Famous Landmarks & Architecture,,scads_flux2_klein,Object,True,True,"A large, metallic geometric sculpture consisting of several spheres connected by a network of steel tubes.","[""The structure is made of silver-colored metal"", ""There are multiple spherical nodes"", ""The spheres are connected by straight tubular beams"", ""The structure is situated in an open grassy field"", ""There are trees and buildings in the distant background"", ""The sky is blue with light clouds"", ""The spheres have visible panel lines and small rectangular openings""]",0,None,wikipedia
Guggenheim,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A modern, minimalist building with light-colored stone cladding and a flat roof, situated next to a concrete walkway and a grassy area.","[""The building is constructed from light-colored rectangular stone tiles"", ""The building has a sharp, angular geometric form"", ""There is a concrete walkway in the foreground"", ""There is a patch of green grass between the building and the walkway"", ""A person is walking in the distance on the right side"", ""The sky is pale and overcast"", ""There is a smaller stone structure on the far right"", ""The building has a recessed entrance area""]",0,None,wikipedia
Alcatraz,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large stone fortress complex situated on a rocky peninsula extending into the sea, with hills and a town in the background.","[""There is a stone fortress on a rocky outcrop"", ""The fortress is surrounded by water"", ""There are multiple buildings within the fortress walls"", ""The fortress has high defensive walls"", ""There are green hills in the background"", ""A town with white buildings is visible on the hillside"", ""The water is dark blue with small whitecaps"", ""The sky is light blue with scattered white clouds""]",2,"The description mentions a 'peninsula' and a 'town in the background', whereas Alcatraz is an isolated island.",wikipedia
Versailles,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,True,"A large, ornate neoclassical palace with a central dome, situated behind a long reflecting pool with fountains.","[""The building has a central dome"", ""There is a long rectangular pool of water in the foreground"", ""Two fountains are spraying water upwards in the pool"", ""The building features multiple rows of arched windows"", ""There are people walking on paths beside the pool"", ""The building is light-colored stone or plaster"", ""There are green hedges on both sides of the scene"", ""A flag is flying from the top of the dome""]",1,The Palace of Versailles does not have a central dome.,wikipedia
Monticello,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, white neoclassical mansion with a prominent pillared portico and a symmetrical facade.","[""The building is white"", ""There are four large white columns supporting a portico"", ""A wide set of stone stairs leads up to the entrance"", ""The building has multiple stories"", ""There are two brick chimneys on the roof"", ""There are statues positioned along the roofline of the portico"", ""Green shrubbery and flowers are planted around the base of the building"", ""A grassy lawn is in the foreground"", ""Tree branches are visible in the upper left corner"", ""The sky is blue with white clouds""]",1,"The building is described as white, which contradicts the expected red brick exterior.",wikipedia
Karnak,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,A large ancient Egyptian stone temple complex featuring massive carved statues of a pharaoh.,"[""There is a massive central stone statue with two faces stacked vertically"", ""Two smaller seated statues flank the central structure"", ""The statues are carved from light-brown stone"", ""Hieroglyphics are visible on the surfaces of the stone"", ""The ground is sandy and light-colored"", ""The sky is clear and light blue"", ""There are smaller stone structures and walls in the background""]",0,None,wikipedia
Potala,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, traditional East Asian architectural complex with multi-tiered roofs, situated on a high wall against a mountainous backdrop.","[""There is a multi-tiered building with curved roofs"", ""The building is situated atop a high, light-brown wall"", ""There are mountains in the background"", ""The foreground consists of a stone-paved terrace"", ""There are several green bushes and trees scattered around the structure"", ""Another smaller tower is visible on a distant mountain ridge"", ""The sky is light blue with some clouds""]",0,None,wikipedia
Ephesus,Famous Landmarks & Architecture,,scads_flux2_klein,Building,False,False,An ancient Greek temple with numerous columns situated in a mountainous landscape with scattered vegetation and ruins.,"[""There is a large stone temple with multiple columns"", ""The temple is located in front of a mountain range"", ""There are palm trees in the foreground"", ""There are stone ruins and walls in the foreground"", ""The sky is clear and light blue"", ""There are green trees and shrubs surrounding the site"", ""Small figures of people are visible near the temple""]",0,None,wikipedia
Teotihuacan,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, stepped stone pyramid structure situated in a sandy landscape with mountains in the background.","[""The structure is a stepped pyramid made of grey stone blocks"", ""There are rectangular openings resembling doorways in the structure"", ""A tall palm tree grows behind the pyramid"", ""The ground surrounding the structure is sandy and light brown"", ""Mountains are visible in the distant background"", ""The sky is blue with a few white clouds"", ""There are scattered stone fragments on the ground"", ""A person is standing to the right of the structure""]",0,None,wikipedia
Persepolis,Famous Landmarks & Architecture,,scads_flux2_klein,Building,True,False,"A large, ancient-style stone structure with a massive carved figure in a recessed entrance, situated next to a narrow canal.","[""The structure is made of light-brown stone blocks"", ""There is a large human figure carved into the wall of the entrance"", ""The text 'PERSKO FAE' is inscribed on the wall"", ""A narrow body of water runs parallel to the building"", ""Several people are walking along a path between the building and the water"", ""The sky is light blue with a few scattered white clouds"", ""The building features rectangular architectural forms""]",1,The text 'PERSKO FAE' is a hallucination and not part of the historical site.,wikipedia
